item_id,annotator,valid,reason,notes,type
TRAIN_Q010::LEX::0,kent,,,,LEXICAL
TRAIN_Q010::LEX::1,kent,,,,LEXICAL
TRAIN_Q010::LEX::2,kent,,,,LEXICAL
TRAIN_Q011::SEM::0,kent,,,,SEMANTIC
TRAIN_Q011::SEM::1,kent,,,,SEMANTIC
TRAIN_Q011::SEM::2,kent,,,,SEMANTIC
TRAIN_Q011::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q011::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q011::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q011::LEX::0,kent,,,,LEXICAL
TRAIN_Q011::LEX::1,kent,,,,LEXICAL
TRAIN_Q011::LEX::2,kent,,,,LEXICAL
TRAIN_Q012::SEM::0,kent,,,,SEMANTIC
TRAIN_Q012::SEM::1,kent,,,,SEMANTIC
TRAIN_Q012::SEM::2,kent,,,,SEMANTIC
TRAIN_Q012::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q012::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q012::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q012::LEX::0,kent,,,,LEXICAL
TRAIN_Q012::LEX::1,kent,,,,LEXICAL
TRAIN_Q012::LEX::2,kent,,,,LEXICAL
TRAIN_Q013::SEM::0,kent,,,,SEMANTIC
TRAIN_Q013::SEM::1,kent,,,,SEMANTIC
TRAIN_Q013::SEM::2,kent,,,,SEMANTIC
TRAIN_Q013::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q013::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q013::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q013::LEX::0,kent,,,,LEXICAL
TRAIN_Q013::LEX::1,kent,,,,LEXICAL
TRAIN_Q013::LEX::2,kent,,,,LEXICAL
TRAIN_Q014::SEM::0,kent,,,,SEMANTIC
TRAIN_Q014::SEM::1,kent,,,,SEMANTIC
TRAIN_Q014::SEM::2,kent,,,,SEMANTIC
TRAIN_Q014::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q014::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q014::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q014::LEX::0,kent,,,,LEXICAL
TRAIN_Q014::LEX::1,kent,,,,LEXICAL
TRAIN_Q014::LEX::2,kent,,,,LEXICAL
TRAIN_Q015::SEM::0,kent,,,,SEMANTIC
TRAIN_Q015::SEM::1,kent,,,,SEMANTIC
TRAIN_Q015::SEM::2,kent,,,,SEMANTIC
TRAIN_Q015::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q015::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q015::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q015::LEX::0,kent,,,,LEXICAL
TRAIN_Q015::LEX::1,kent,,,,LEXICAL
TRAIN_Q015::LEX::2,kent,,,,LEXICAL
TRAIN_Q016::SEM::0,kent,,,,SEMANTIC
TRAIN_Q016::SEM::1,kent,,,,SEMANTIC
TRAIN_Q016::SEM::2,kent,,,,SEMANTIC
TRAIN_Q016::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q016::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q016::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q016::LEX::0,kent,,,,LEXICAL
TRAIN_Q016::LEX::1,kent,,,,LEXICAL
TRAIN_Q016::LEX::2,kent,,,,LEXICAL
TRAIN_Q017::SEM::0,kent,,,,SEMANTIC
TRAIN_Q017::SEM::1,kent,,,,SEMANTIC
TRAIN_Q017::SEM::2,kent,,,,SEMANTIC
TRAIN_Q017::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q017::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q017::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q017::LEX::0,kent,,,,LEXICAL
TRAIN_Q017::LEX::1,kent,,,,LEXICAL
TRAIN_Q017::LEX::2,kent,,,,LEXICAL
TRAIN_Q018::SEM::0,kent,,,,SEMANTIC
TRAIN_Q018::SEM::1,kent,,,,SEMANTIC
TRAIN_Q018::SEM::2,kent,,,,SEMANTIC
TRAIN_Q018::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q018::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q018::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q018::LEX::0,kent,,,,LEXICAL
TRAIN_Q018::LEX::1,kent,,,,LEXICAL
TRAIN_Q018::LEX::2,kent,,,,LEXICAL
TRAIN_Q019::SEM::0,kent,,,,SEMANTIC
TRAIN_Q019::SEM::1,kent,,,,SEMANTIC
TRAIN_Q019::SEM::2,kent,,,,SEMANTIC
TRAIN_Q019::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q019::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q019::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q019::LEX::0,kent,,,,LEXICAL
TRAIN_Q019::LEX::1,kent,,,,LEXICAL
TRAIN_Q019::LEX::2,kent,,,,LEXICAL
TRAIN_Q020::SEM::0,kent,,,,SEMANTIC
TRAIN_Q020::SEM::1,kent,,,,SEMANTIC
TRAIN_Q020::SEM::2,kent,,,,SEMANTIC
TRAIN_Q020::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q020::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q020::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q020::LEX::0,kent,,,,LEXICAL
TRAIN_Q020::LEX::1,kent,,,,LEXICAL
TRAIN_Q020::LEX::2,kent,,,,LEXICAL
TRAIN_Q024::SEM::0,kent,,,,SEMANTIC
TRAIN_Q024::SEM::1,kent,,,,SEMANTIC
TRAIN_Q024::SEM::2,kent,,,,SEMANTIC
TRAIN_Q024::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q024::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q024::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q024::LEX::0,kent,,,,LEXICAL
TRAIN_Q024::LEX::1,kent,,,,LEXICAL
TRAIN_Q024::LEX::2,kent,,,,LEXICAL
TRAIN_Q026::SEM::0,kent,,,,SEMANTIC
TRAIN_Q026::SEM::1,kent,,,,SEMANTIC
TRAIN_Q026::SEM::2,kent,,,,SEMANTIC
TRAIN_Q026::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q026::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q026::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q026::LEX::0,kent,,,,LEXICAL
TRAIN_Q026::LEX::1,kent,,,,LEXICAL
TRAIN_Q026::LEX::2,kent,,,,LEXICAL
TRAIN_Q027::SEM::0,kent,,,,SEMANTIC
TRAIN_Q027::SEM::1,kent,,,,SEMANTIC
TRAIN_Q027::SEM::2,kent,,,,SEMANTIC
TRAIN_Q027::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q027::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q027::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q027::LEX::0,kent,,,,LEXICAL
TRAIN_Q027::LEX::1,kent,,,,LEXICAL
TRAIN_Q027::LEX::2,kent,,,,LEXICAL
TRAIN_Q028::SEM::0,kent,,,,SEMANTIC
TRAIN_Q028::SEM::1,kent,,,,SEMANTIC
TRAIN_Q028::SEM::2,kent,,,,SEMANTIC
TRAIN_Q028::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q028::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q028::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q028::LEX::0,kent,,,,LEXICAL
TRAIN_Q028::LEX::1,kent,,,,LEXICAL
TRAIN_Q028::LEX::2,kent,,,,LEXICAL
TRAIN_Q029::SEM::0,kent,,,,SEMANTIC
TRAIN_Q029::SEM::1,kent,,,,SEMANTIC
TRAIN_Q029::SEM::2,kent,,,,SEMANTIC
TRAIN_Q029::SYN::0,kent,,,,SYNTACTIC
TRAIN_Q029::SYN::1,kent,,,,SYNTACTIC
TRAIN_Q029::SYN::2,kent,,,,SYNTACTIC
TRAIN_Q029::LEX::0,kent,,,,LEXICAL
TRAIN_Q029::LEX::1,kent,,,,LEXICAL
TRAIN_Q029::LEX::2,kent,,,,LEXICAL
